REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
Louisiana,2010,46,X,2.81506,539,37,19147
Maine,2010,46,X,0.520341,33,31,6342
Maryland,2010,46,X,1.50014,156,20,10399
Massachusetts,2010,46,X,0.803486,236,51,29372
Michigan,2010,46,X,0.655481,109,49,16629
Minnesota,2010,46,X,0.702763,44,18,6261
Mississippi,2010,46,X,4.46575,764,45,17108
Missouri,2010,46,X,1.20367,101,31,8391
Montana,2010,46,X,0.10993,3,6,2729
Nebraska,2010,46,X,2.42303,85,16,3508
Nevada,2010,46,X,2.63276,294,34,11167
New Hampshire,2010,46,X,0.279281,16,31,5729
New Jersey,2010,46,X,2.13716,158,24,7393
New Mexico,2010,46,X,2.87842,228,24,7921
New York,2010,46,X,0.503441,79,107,15692
North Carolina,2010,46,X,0.484569,122,75,25177
North Dakota,2010,46,X,0.644192,30,16,4657
Ohio,2010,46,X,0.533199,95,45,17817
Oklahoma,2010,46,X,3.35068,103,16,3074
Oregon,2010,46,X,0.657895,44,19,6688
Pennsylvania,2010,46,X,0.946337,170,60,17964
Rhode Island,2010,46,X,0.504177,35,21,6942
South Carolina,2010,46,X,0.455927,33,21,7238
South Dakota,2010,46,X,1.00136,59,19,5892
Tennessee,2010,46,X,0.676526,86,51,12712
Texas,2010,46,X,2.24622,1121,95,49906
Utah,2010,46,X,0.907845,53,14,5838
Vermont,2010,46,X,1.79054,53,11,2960
Virginia,2010,46,X,1.53242,898,84,58600
Washington,2010,46,X,1.33132,44,16,3305
West Virginia,2010,46,X,1.99804,224,36,11211
Wisconsin,2010,46,X,1.12402,59,47,5249
Wyoming,2010,46,X,0.744725,36,28,4834
New York City,2010,46,X,1.92684,1810,43,93936
Alabama,2010,47,X,4.27655,360,33,8418
Alaska,2010,47,X,0.652316,10,6,1533
Arizona,2010,47,X,1.1338,251,54,22138
Arkansas,2010,47,X,2.02599,53,17,2616
California,2010,47,X,3.16132,729,134,23060
Colorado,2010,47,X,0.754401,108,11,14316
Connecticut,2010,47,X,0.716612,11,16,1535
Delaware,2010,47,X,0.503356,12,12,2384
District of Columbia,2010,47,X,3.33519,60,4,1799
Florida,2010,47,X,X,X,X,X
Georgia,2010,47,X,5.4632,1801,61,32966
Hawaii,2010,47,X,1.57422,128,18,8131
Idaho,2010,47,X,3.06882,99,13,3226
Illinois,2010,47,X,1.81669,622,78,34238
Indiana,2010,47,X,0.795053,72,44,9056
Iowa,2010,47,X,0.533689,8,8,1499
Kansas,2010,47,X,0.890511,61,43,6850
Kentucky,2010,47,X,0.539615,63,15,11675
Louisiana,2010,47,X,2.92706,433,41,14793
Maine,2010,47,X,0.617566,27,31,4372
Maryland,2010,47,X,2.01258,128,19,6360
Massachusetts,2010,47,X,0.958095,198,50,20666
Michigan,2010,47,X,0.855178,92,52,10758
Minnesota,2010,47,X,1.10096,47,18,4269
Mississippi,2010,47,X,4.83811,786,46,16246
Missouri,2010,47,X,1.41407,78,30,5516
Montana,2010,47,X,0.537057,10,6,1862
Nebraska,2010,47,X,0.614754,15,15,2440
Nevada,2010,47,X,3.10198,299,34,9639
New Hampshire,2010,47,X,0.205181,8,30,3899
New Jersey,2010,47,X,2.41758,143,25,5915
New Mexico,2010,47,X,2.9782,194,24,6514
New York,2010,47,X,0.54919,58,104,10561
North Carolina,2010,47,X,0.63197,102,77,16140
North Dakota,2010,47,X,0.590551,27,18,4572
Ohio,2010,47,X,0.454502,48,42,10561
Oklahoma,2010,47,X,2.6523,64,16,2413
Oregon,2010,47,X,1.06383,25,18,2350
Pennsylvania,2010,47,X,1.10846,144,67,12991
Rhode Island,2010,47,X,0.67804,31,21,4572
South Carolina,2010,47,X,0.513049,23,23,4483
South Dakota,2010,47,X,0.891996,37,18,4148
Tennessee,2010,47,X,0.821849,65,53,7909
Texas,2010,47,X,2.59866,964,90,37096
Utah,2010,47,X,0.743569,37,23,4976
Vermont,2010,47,X,1.94011,46,11,2371
Virginia,2010,47,X,1.62726,987,87,60654
Washington,2010,47,X,1.87333,21,14,1121
West Virginia,2010,47,X,1.68525,133,33,7892
Wisconsin,2010,47,X,0.978261,36,50,3680
Wyoming,2010,47,X,0.500147,17,29,3399
New York City,2010,47,X,2.33103,1971,43,84555
Alabama,2010,48,X,4.44043,467,35,10517
Alaska,2010,48,X,0.45977,8,8,1740
Arizona,2010,48,X,1.42227,371,56,26085
Arkansas,2010,48,X,1.39295,62,18,4451
California,2010,48,X,2.60631,939,135,36028
Colorado,2010,48,X,0.849729,168,11,19771
Connecticut,2010,48,X,0.442994,19,19,4289
Delaware,2010,48,X,0.270005,11,13,4074
District of Columbia,2010,48,X,4.15896,135,4,3246
Florida,2010,48,X,X,X,X,X
Georgia,2010,48,X,3.48178,1315,62,37768
Hawaii,2010,48,X,1.96305,34,18,1732
Idaho,2010,48,X,1.80142,86,13,4774
Illinois,2010,48,X,1.62132,659,79,40646
Indiana,2010,48,X,0.887189,109,43,12286
Iowa,2010,48,X,0.827498,26,10,3142
Kansas,2010,48,X,0.719424,66,42,9174
Kentucky,2010,48,X,0.673462,111,14,16482
Louisiana,2010,48,X,2.66482,443,40,16624
Maine,2010,48,X,0.347958,23,31,6610
Maryland,2010,48,X,1.86342,167,20,8962
Massachusetts,2010,48,X,0.903185,260,54,28787
Michigan,2010,48,X,0.564609,88,49,15586
Minnesota,2010,48,X,0.855418,51,18,5962
Mississippi,2010,48,X,4.88509,829,44,16970
Missouri,2010,48,X,1.56732,132,30,8422
Montana,2010,48,X,0.0380518,1,6,2628
Nebraska,2010,48,X,2.8157,99,15,3516
Nevada,2010,48,X,2.89043,325,34,11244
New Hampshire,2010,48,X,0.138806,7,29,5043
New Jersey,2010,48,X,2.60116,144,24,5536
New Mexico,2010,48,X,2.8547,234,25,8197
New York,2010,48,X,1.62591,244,105,15007
North Carolina,2010,48,X,0.657793,170,77,25844
North Dakota,2010,48,X,0.347088,18,17,5186
Ohio,2010,48,X,0.349567,59,50,16878
Oklahoma,2010,48,X,2.14477,64,16,2984
Oregon,2010,48,X,0.718276,27,20,3759
Pennsylvania,2010,48,X,1.20878,217,65,17952
Rhode Island,2010,48,X,0.765766,51,21,6660
South Carolina,2010,48,X,0.509782,37,22,7258
South Dakota,2010,48,X,1.10714,62,19,5600
Tennessee,2010,48,X,0.805777,106,54,13155
Texas,2010,48,X,2.56617,1273,93,49607
Utah,2010,48,X,0.838308,66,22,7873
Vermont,2010,48,X,1.57528,52,12,3301
Virginia,2010,48,X,1.57146,970,88,61726
Washington,2010,48,X,0.981767,35,17,3565
West Virginia,2010,48,X,1.39059,159,38,11434
Wisconsin,2010,48,X,1.27081,71,49,5587
Wyoming,2010,48,X,0.593776,29,28,4884
New York City,2010,48,X,2.54207,2411,41,94844
Alabama,2010,49,X,5.81097,656,37,11289
Alaska,2010,49,X,0.797721,14,8,1755
Arizona,2010,49,X,2.14835,517,53,24065
Arkansas,2010,49,X,1.02064,44,17,4311
California,2010,49,X,3.05613,1072,135,35077
Colorado,2010,49,X,0.809504,154,12,19024
Connecticut,2010,49,X,0.654897,23,11,3512
Delaware,2010,49,X,0.361156,9,10,2492
District of Columbia,2010,49,X,3.26052,100,4,3067
Florida,2010,49,X,X,X,X,X
Georgia,2010,49,X,4.48962,1685,62,37531
Hawaii,2010,49,X,2.42215,42,18,1734
Idaho,2010,49,X,1.72267,81,13,4702
Illinois,2010,49,X,1.85288,732,79,39506
Indiana,2010,49,X,0.949958,112,42,11790
Iowa,2010,49,X,0.954329,28,10,2934
Kansas,2010,49,X,0.828437,86,43,10381
Kentucky,2010,49,X,0.598723,90,15,15032
Louisiana,2010,49,X,2.80486,492,40,17541
Maine,2010,49,X,0.435219,26,31,5974
Maryland,2010,49,X,1.55109,153,20,9864
Massachusetts,2010,49,X,0.96749,272,54,28114
Michigan,2010,49,X,0.563399,85,52,15087
Minnesota,2010,49,X,0.584334,37,17,6332
Mississippi,2010,49,X,5.33836,878,46,16447
Missouri,2010,49,X,1.37036,113,31,8246
Montana,2010,49,X,0.0359454,1,6,2782
Nebraska,2010,49,X,2.46212,91,16,3696
Nevada,2010,49,X,3.28279,394,35,12002
New Hampshire,2010,49,X,0.247015,12,30,4858
New Jersey,2010,49,X,2.65371,183,24,6896
New Mexico,2010,49,X,2.32423,200,25,8605
New York,2010,49,X,2.1629,303,103,14009
North Carolina,2010,49,X,0.613611,132,75,21512
North Dakota,2010,49,X,0.23753,11,18,4631
Ohio,2010,49,X,0.342466,55,50,16060
Oklahoma,2010,49,X,2.33623,51,15,2183
Oregon,2010,49,X,0.980101,33,19,3367
Pennsylvania,2010,49,X,1.22407,203,61,16584
Rhode Island,2010,49,X,0.635497,42,21,6609
South Carolina,2010,49,X,0.484707,29,20,5983
South Dakota,2010,49,X,1.16321,64,19,5502
Tennessee,2010,49,X,1.10577,122,50,11033
Texas,2010,49,X,2.40335,1165,93,48474
Utah,2010,49,X,1.16492,89,21,7640
Vermont,2010,49,X,1.15663,48,14,4150
Virginia,2010,49,X,1.69937,982,86,57786
Washington,2010,49,X,0.96463,33,17,3421
West Virginia,2010,49,X,1.58682,158,33,9957
Wisconsin,2010,49,X,1.27947,70,46,5471
Wyoming,2010,49,X,0.418323,20,27,4781
New York City,2010,49,X,2.73001,2524,41,92454
Alabama,2010,50,X,10.4359,1245,36,11930
Alaska,2010,50,X,1.05581,21,9,1989
Arizona,2010,50,X,2.01836,488,55,24178
Arkansas,2010,50,X,2.10551,89,18,4227
California,2010,50,X,3.6598,1170,128,31969
Colorado,2010,50,X,0.901601,174,13,19299
Connecticut,2010,50,X,0.659413,20,18,3033
Delaware,2010,50,X,0.293902,12,13,4083
District of Columbia,2010,50,X,4.33125,125,4,2886
Florida,2010,50,X,X,X,X,X
Georgia,2010,50,X,6.30401,2254,61,35755
Hawaii,2010,50,X,2.51225,41,17,1632
Idaho,2010,50,X,1.36502,54,12,3956
Illinois,2010,50,X,2.05097,775,80,37787
Indiana,2010,50,X,0.964187,98,41,10164
Iowa,2010,50,X,1.49854,41,10,2736
Kansas,2010,50,X,0.8626,84,41,9738
Kentucky,2010,50,X,0.629651,77,13,12229
Louisiana,2010,50,X,3.37939,450,34,13316
Maine,2010,50,X,0.341472,20,29,5857
Maryland,2010,50,X,2.00849,175,18,8713
Massachusetts,2010,50,X,1.12005,316,55,28213
Michigan,2010,50,X,0.755685,106,52,14027
Minnesota,2010,50,X,1.16119,59,15,5081
Mississippi,2010,50,X,8.81573,1529,48,17344
Missouri,2010,50,X,1.41003,126,32,8936
Montana,2010,50,X,0.0772798,2,6,2588
Nebraska,2010,50,X,3.2371,111,15,3429
Nevada,2010,50,X,4.28725,440,33,10263
New Hampshire,2010,50,X,0.070922,4,31,5640
New Jersey,2010,50,X,3.20073,210,25,6561
New Mexico,2010,50,X,2.72335,221,25,8115
New York,2010,50,X,2.68099,357,102,13316
North Carolina,2010,50,X,0.628731,119,74,18927
North Dakota,2010,50,X,0.317628,6,11,1889
Ohio,2010,50,X,0.446457,69,52,15455
Oklahoma,2010,50,X,3.40386,111,17,3261
Oregon,2010,50,X,1.39498,35,19,2509
Pennsylvania,2010,50,X,1.35668,196,58,14447
Rhode Island,2010,50,X,0.468165,30,21,6408
South Carolina,2010,50,X,0.804237,41,17,5098
South Dakota,2010,50,X,0.945846,51,19,5392
Tennessee,2010,50,X,1.37845,121,51,8778
Texas,2010,50,X,2.84097,1350,88,47519
Utah,2010,50,X,1.1154,78,21,6993
Vermont,2010,50,X,1.34553,50,14,3716
Virginia,2010,50,X,1.75344,945,83,53894
Washington,2010,50,X,0.647549,14,16,2162
West Virginia,2010,50,X,1.41603,121,34,8545
Wisconsin,2010,50,X,0.661686,31,50,4685
Wyoming,2010,50,X,0.311785,15,28,4811
New York City,2010,50,X,3.28095,3113,41,94881
Alabama,2010,51,X,13.0878,1297,36,9910
Alaska,2010,51,X,0.852273,15,8,1760
Arizona,2010,51,X,2.3027,454,53,19716
Arkansas,2010,51,X,3.61163,77,15,2132
California,2010,51,X,4.62077,1057,127,22875
Colorado,2010,51,X,0.833503,123,12,14757
Connecticut,2010,51,X,0.873563,19,19,2175
Delaware,2010,51,X,0.504267,13,11,2578
District of Columbia,2010,51,X,5.76822,110,4,1907
Florida,2010,51,X,X,X,X,X
Georgia,2010,51,X,7.27884,2489,63,34195
Hawaii,2010,51,X,2.21704,19,17,857
Idaho,2010,51,X,3.20553,102,12,3182
Illinois,2010,51,X,3.09033,1039,79,33621
Indiana,2010,51,X,1.36295,100,41,7337
Iowa,2010,51,X,2.07254,44,10,2123
Kansas,2010,51,X,0.968867,75,42,7741
Kentucky,2010,51,X,1.2874,148,14,11496
Louisiana,2010,51,X,3.82638,588,25,15367
Maine,2010,51,X,0.59952,25,30,4170
Maryland,2010,51,X,2.738,174,17,6355
Massachusetts,2010,51,X,1.30649,268,49,20513
Michigan,2010,51,X,0.683919,74,47,10820
Minnesota,2010,51,X,1.0122,39,15,3853
Mississippi,2010,51,X,10.8166,1775,45,16410
Missouri,2010,51,X,2.34292,154,32,6573
Montana,2010,51,X,0.062422,1,6,1602
Nebraska,2010,51,X,2.22063,62,15,2792
Nevada,2010,51,X,3.46784,495,37,14274
New Hampshire,2010,51,X,0.243309,10,31,4110
New Jersey,2010,51,X,4.6438,264,25,5685
New Mexico,2010,51,X,3.41176,232,22,6800
New York,2010,51,X,3.84844,388,103,10082
North Carolina,2010,51,X,0.944729,107,68,11326
North Dakota,2010,51,X,0.275672,4,11,1451
Ohio,2010,51,X,0.598156,72,47,12037
Oklahoma,2010,51,X,4.09441,85,17,2076
Oregon,2010,51,X,2.06037,43,20,2087
Pennsylvania,2010,51,X,2.00375,214,55,10680
Rhode Island,2010,51,X,0.854701,38,21,4446
South Carolina,2010,51,X,0.799381,31,17,3878
